연번,종목,명칭,소재지,관리자,상세페이지링크,분류,수량/면적,지정(등록)일,소재지(상세),시대,소유자(소유단체),관리자(관리단체),설명
957,국가등록문화유산,군산 발산리 구 일본인 농장 창고(群山 鉢山里 舊 日本人 農場 倉庫),전북 군산시,전라북도 교육청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01820000&ccbaCtcd=35&ccbaCpno=4413501820000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 산업시설,"1동, 지하1층/2층 - 연면적 110㎡",2005.06.18,전북 군산시 개정면 바르메길 43 (발산리),1920년대,전라북도 교육청,전라북도 교육청,"이 건물은 군산 지역의 일본인 대지주가 귀중품을 보관하기 위해 철근 콘크리트조로 견고하게 지었다. 입구에는 미국에서 들여온 철제 금고문이 달려 있고 창문에는 이중 잠금 장치가 되어 있다. 이러한 형태 때문에 한국전쟁 때에는 군산에 주둔한 인민군들이 옥구 지역 우익인사들을 감금하는 데 사용되기도 하였다. 현금과 서류뿐만 아니라 일본인 대지주가 불법 수집한 수많은 한국의 서화와 도자기 등 골동품을 보관하던 건물로, 일본인이 자행한 수탈의 역사를 잘 간직하고 있다."
958,국가등록문화유산,군산 신흥동 일본식 가옥(群山 新興洞 日本式 家屋),전북 군산시,군＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01830000&ccbaCtcd=35&ccbaCpno=4413501830000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 주거숙박시설,"1동, 2층 - 연면적 381.66㎡",2005.06.18,전북 군산시 구영1길 17 (신흥동),1925년,군＊＊＊,군＊＊＊,"건물은 일제강점기에 군산에서 포목점과 소규모 농장을 운영하며 군산부협의회 의원을 지낸 일본인이 건립한 일본식 2층 목조 가옥이다. ‘ㄱ’자 모양으로 붙은 건물이 두 채 있고 두 건물 사이에 꾸며놓은 일본식 정원에는 큼직한 석등이 있다. 1층에는 온돌방, 부엌, 식당, 화장실 등이 있고 2층에는 일식 다다미방과 도코노마 등이 있어 일제강점기 일본인 지주의 생활양식을 엿볼 수 있으며 아울러 이들의 농촌 수탈 역사를 알 수 있다. 영화 ‘장군의 아들’과 ‘타짜’를 촬영하기도 하였다."
959,국가등록문화유산,군산 해망굴(群山 海望堀),전북 군산시,군산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01840000&ccbaCtcd=35&ccbaCpno=4413501840000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 공공용시설,"높이 4.5m, 길이 131m",2005.06.18,"전북 군산시 중앙로 255, 외 3필지, 금동 9-3 외 4필지 (해망동)",1926년,군산시,군산시,"해망굴은 구 군산시청 앞 도로인 중앙로와 수산업의 중심지인 해망동을 연결하기 위해 1926년 건립한 반원형 터널(높이 4.5m 길이 131m)로서 근대 도시 군산의 모습을 보여주는 대표적인 토목 구조물이다. 일제강점기에는 군산신사와 신사광장(현 서초등학교), 공회당, 도립군산의료원, 안국사(현 흥천사) 등이 인근에 있어서 사람들의 통행이 빈번한 교통의 요충지였으며, 한국전쟁 중에는 군산 주둔 북한군 지휘본부가 터널 안에 자리하여 연합군 공군기의 공격을 받았던 현대사의 중요한 역사의 현장이다."
960,국가등록문화유산,김제 증산법종교 본부영대와 삼청전(金堤 甑山法宗敎 本部靈臺와 三淸殿),전북 김제시,사＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=96&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01850000&ccbaCtcd=35&ccbaCpno=4413501850000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 종교시설,"ㅇ영대 1동,2층,연면적 71.4㎡, ㅇ삼청전 1동,2층,연면적 80.65㎡",2005.06.18,전북 김제시 금산면 모악로 260 (금산리),1949년,(사)증산법종교,사＊＊＊,"1949년 건립

영대(靈臺)는 증산상제(甑山上帝) 부부의 무덤을 보호하기 위한 묘각으로, 증산법종교 본부 내에서 가장 중심에 있으며 정면 중앙 2칸에 상층이 있어 건물의 중요성이 강조되고 있다. 삼청전(三淸殿)은 증산미륵불을 봉안한 건축물로, 위층의 살창으로 들어오는 햇빛이 미륵불의 안면에 비추어 금박의 불상이 더욱 장엄한 빛을 발한다. 구한말 모악산 일대의 종교 운동을 보여주는 장소로 의미가 있으며, 토착 신앙 연구와 더불어 근대 민족 종교의 흐름을 보여주는 유적지이다."
961,국가등록문화유산,김제 구 백구금융조합(金堤 舊 白鷗金融組合),전북 김제시,이＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01860000&ccbaCtcd=35&ccbaCpno=4413501860000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 업무시설,"1동, 1층 - 건축면적 119.83㎡",2005.06.18,전북 김제시 백구면 부용1길 27 (월봉리),일제강점기,이＊＊＊,이＊＊＊,"일제 강점기 건립

이 건물은 일본인들의 경제 수탈 정책을 지원하기 위해 설립된 소규모 금융조합 건물이다. 현관이 돌출된 丁자형 평면에, 지붕은 함석을 얹어 마무리하였고, 내부는 금융회사의 건물답게 비교적 높은 천장으로 구성되었다. 곡창지대인 김제지역에서 생산된 쌀을 반출해 가는 데 선봉적 역할을 했던 수탈의 역사를 증언하고 있다."
962,국가등록문화유산,김제 신풍동 일본식 가옥(金堤 新豊洞 日本式 家屋),전북 김제시,유＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01870000&ccbaCtcd=35&ccbaCpno=4413501870000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 주거숙박시설,"1동, 2층 - 연면적 99.1㎡",2005.06.18,전북 김제시 두월로 185 (신풍동),1928년,유＊＊＊,유＊＊＊,"1928년 건립

이 건물은 김제 지역의 일본인 농장을 관리했던 관리인의 집이다. 중복도를 통해 각 실에 연결되는 전형적인 일식 가옥의 평면형식을 취하고 있으며, 3중 창호의 설치, 덧문의 잠금장치, 외부에 설치된 창호의 수납장 등 정교한 기법을 보여주고 있다. 일제 강점기 당시 이곳에 살았던 농장 관리인의 삶을 짐작하게 함과 동시에 일제에 의한 토지 수탈의 역사를 증언하고 있다."
963,국가등록문화유산,임실 오수망루(任實 獒樹望樓),전북 임실군,임실경찰서,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01880000&ccbaCtcd=35&ccbaCpno=4413501880000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 공공용시설,"건축면적 2.0㎡ - 높이 12m, 하부직경 2.4m",2005.06.18,전북 임실군 오수면 오수리 349-1번지 외 1필지,1940년경,임실경찰서,임실경찰서,"이 시설물은 주변 지역의 화재를 감시하고 비상 상황이나 야간 통행금지를 알리는 데 사용한 망루이다. 벽돌을 원통형으로 쌓은 뒤 꼭대기에 육각형 망대를 얹었으며, 육각의 각 면에는 구멍을 내어 사방을 볼 수 있게 하였다. 주변의 건물보다 높이 솟은 망루는 도심지역에 위치하여 이 지역 주요 경관을 이루고 있다."
964,국가등록문화유산,장수성당 수분공소(長水聖堂 水分公所),전북 장수군,재＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01890000&ccbaCtcd=35&ccbaCpno=4413501890000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 종교시설,"1동, 1층 - 건축면적 137㎡",2005.06.18,전북 장수군 장수읍 뜬봉샘길 51-3 (수분리),1913년,(재)전주교구천주교회 유지재단,재＊＊＊,"이 건물은 병인박해(1866년) 이후 외지에서 피난 온 천주교 신자들의 교우촌이 형성된 수분리에서 신앙 중심지 역할을 한 곳이다. 정면 3간, 측면 6간 규모로, 내부는 두 개의 열주에 의해 신랑(身廊, Nave)과 측랑(側廊, Aisle)이 뚜렷하게 구별되는 전형적인 바실리카식 공간으로 되어 있다. 전체적으로 1920년대 한옥 성당의 모습을 비교적 잘 간직하고 있다."
965,국가등록문화유산,장수 호룡보루(長水 虎龍堡壘),전북 장수군,경찰청,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01900000&ccbaCtcd=35&ccbaCpno=4413501900000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 전쟁관련시설,"1기 건축면적 17.3㎡, 높이 7.8m, 하단둘레 16.5m(증축부분 제외)",2005.06.18,전북 장수군 산서면 비행로 20 (동화리),1949년,경찰청,경찰청,"이 시설물은 남북 분단 후 민주주의와 공산주의가 대립하던 시기에 공산당 세력의 만행으로부터 마을을 지키기 위해 축조한 보루이다. 석재를 사용하여 벽체를 축조하였으며, 벽체 중간마다 총구를 내었는데, 상·중·하단에 각각 4개의 총구를 엇갈리도록 설치하여 사방을 감시할 수 있도록 하였다. 한국전쟁 직후 향토방위대가 이곳에서 경찰과 함께 지리산 빨치산에 대적해 전투를 벌여 승리를 거두는 등 광복 이후 무력 충돌로 치닫던 이념 대결의 역사를 생생하게 보여준다."
966,국가등록문화유산,진안 강정리 근대 한옥(鎭安 江亭里 近代 韓屋),전북 진안군,전＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=01910000&ccbaCtcd=35&ccbaCpno=4413501910000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 주거숙박시설,"1동, 2층 - 연면적 160.7㎡",2005.06.18,"전북 진안군 마령면 원강정1길 56, 외 2필지 (강정리)",1924년,전＊＊＊,전＊＊＊,"이 가옥은 농촌 주택으로 안채와 사랑채가 ‘ㄱ’자 모양을 이루며, 사랑채 앞으로는 헛간과 부속 건물이 있다. 안채는 농촌 주택에서 보기 드문 2층 구조로 되어 있는데, 1층은 주인이 거주하는 안방과 윗방, 부엌으로 구성되어 있으며, 2층은 누에를 치는 잠실로 사용하였다고 한다."
967,국가등록문화유산,군산 구 제1수원지 제방(群山 舊 第一水源地 堤防),전북 군산시,군산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02070000&ccbaCtcd=35&ccbaCpno=4413502070000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 공공용시설,"제방길이 135m, 높이 약 14m, 수문1기",2005.11.11,"전북 군산시 솔꼬지1길 46, 외 3필지 (소룡동)",1915년경,군산시,군산시,"이 수원지는 군산시 중심부 점방산, 설림산 기슭을 흐르는 물이 모이는 곳으로, 군산 지역에 식수를 공급하기 위하여 1912년 공사를 시작한 뒤 연인원 10만 명을 동원해 3년 만에 완공하였다. 이 지역 대다수 시민이 우물물을 길어 마실 때 건립한 수원지로, 제방과 수문, 수위측정 탑은 근대 초기 산업 시설물 건립의 수준을 잘 보여 준다."
968,국가등록문화유산,군산 구 임피역(群山 舊 臨陂驛),전북 군산시,한국철도공사,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02080000&ccbaCtcd=35&ccbaCpno=4413502080000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 공공용시설,"역사 1동, 화장실 1동, 광장 일곽",2005.11.11,"전라북도 군산시 서원석곡로 37-0 (임피면, 임피역)",1936년경,한국철도공사,한국철도공사,"임피역사는 2동, 1층 규모로 역사 건축면적 86.48㎡, 화장실 43.32㎡이다.

임피역사는 군산선로의 역사로 1936년경에 건립된 것으로 판단되며, 1920년 12월 1일 보통역으로 영업을 개시하였다. 구조는 목조로 벽체는 시멘트 모르타르 마감되어 있다. 지붕은 맞배집 형태에 박공을 설치하였는데 출입구와 개찰구 위에 직선으로 설치하였고, 철로변 사무실에 모임지붕이 돌출되어 있다. 대합실과 사무실 사이에 벽난로인 난방시설이 있으며, 굴뚝이 지붕위에 설치되어 있다. 역사는 폐역되었다가 활용할 목적으로 현재 공사중이다."
969,국가등록문화유산,익산 주현동 구 일본인 농장 사무실(益山 珠峴洞 舊 日本人 農場 事務室),전북 익산시,익산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02090000&ccbaCtcd=35&ccbaCpno=4413502090000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 업무시설,"1동, 2층, 건축면적 41.32㎡, 연면적 75.2㎡",2005.11.11,"전북 익산시 중앙로4길 59, 외 1필지 (주현동)",1914년,익산시,익산시,­1914년 건립된 일본인 오하시 농장에 소속된 사무실로 전북지역 농업수탈의 현장 및 농장사를 알려주는 건물
970,국가등록문화유산,익산 구 춘포역사(益山 舊 春蒲驛舍),전북 익산시,익산시,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=97&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02100000&ccbaCtcd=35&ccbaCpno=4413502100000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 공공용시설,"2동, 1층 <연면적> -역사 84.6㎡ -화장실 34.8㎡",2005.11.11,전북 익산시 춘포면 춘포1길 17-1 (덕실리),1914년,익산시,익산시,"춘포역사는 2동, 1층 규모로 역사 건축면적 84.6㎡, 화장실 34.8㎡이다.

춘포역은 전라선로의 역사로 1914년에 건립되어 1914년 11월 이리-전주간 선로를 개통하고 영업을 개시하였다. 구조는 목조로 벽체는 시멘트로 변형되어 있다. 지붕은 맞배형식으로 박공이 철로 방향에 설치되어 있다. 역은 복선화 완료후 폐역되었다."
971,국가등록문화유산,익산 춘포리 구 일본인 농장 가옥(益山 春蒲里 舊 日本人 農場 家屋),전북 익산시,안＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=98&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02110000&ccbaCtcd=35&ccbaCpno=4413502110000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 주거숙박시설,"1동, 2층, 건축면적 106.78㎡, 연면적 139.83㎡",2005.11.11,전북 익산시 춘포면 춘포4길 48 (춘포리),1940년대,안＊＊＊,안＊＊＊,"1940년대 건립

이 건물은 전북특별자치도 지역에 만들어진 일본인 농장에 소속된 일식 목조 주택이다. 1층은 정방형에 가까운 평면으로 ‘ㄱ’자형의 복도를 따라 방들을 배열하였고, 2층에는 외부의 전경을 감상할 수 있는 발코니가 돌출되어 있어 독특한 외관을 이루고 있다. 대농장에 소속된 건물로 일제의 농업 수탈 현장을 증언하고 있다."
972,국가등록문화유산,정읍 영주정사와 영양사(井邑 瀛州精舍와 瀛陽祠),전북 정읍시,밀＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=98&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02120000&ccbaCtcd=35&ccbaCpno=4413502120000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 교육시설,"2동, 1층, 연면적 영주정사 64.8㎡, 영양사 20.8㎡",2005.11.11,전북 정읍시 현암2길 40 (흑암동),1903년 1909년,밀양박씨 참의공파 종중,밀＊＊＊,"영주정사 1903년, 영양사 1909년 건립

이곳은 조선 후기 정읍 출신 유학자 박만환이 강당 영주정사와 사당 영양사를 건립하여, 후진을 양성하고 중국 오성육현(五聖六賢)의 영정을 봉안한 곳이다. 강당을 앞에 두고 뒤쪽 높은 곳에 사당을 건축하여, 전체적으로 ‘二자형’을 이루고 있다. 강당에 주거형 평면을 도입하여 난방의 효율성과 공간 이용의 합리성을 추구한 근대기 건축의 특징을 잘 보여주고 있다."
973,국가등록문화유산,정읍 진산동 영모재(井邑 辰山洞 永慕齋),전북 정읍시,김＊＊＊,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?culPageNo=98&region=2&searchCondition=&searchCondition2=&s_kdcd=00&s_ctcd=35&ccbaKdcd=79&ccbaAsno=02130000&ccbaCtcd=35&ccbaCpno=4413502130000&ccbaCndt=&ccbaLcto=00&stCcbaAsno=&endCcbaAsno=&stCcbaAsdt=&endCcbaAsdt=&ccbaPcd1=&chGubun=&header=region&returnUrl=%2fheri%2fcul%2fculSelectRegionList.do&pageNo=1_1_3_1&sngl=Y,등록문화유산 / 기타 / 종교시설,"현황측량면적 1589.2㎡, 건물 2동(본채,대문간채), 1층. 담장 1개소, 협문 1개소, 우물 1개소",2005.11.11,전북 정읍시 진산1길 25 (진산동),1915년,김＊＊＊,김＊＊＊,"1915년 건립

이 건물은 근대기 재실 건축으로 대문간채와 재각(齋閣)이 ‘二자형’으로 배치되어 있으며, 김덕홍의 효행을 기념하는 명정판이 대문간채에 걸려 있다. 재각은 방을 앞뒤 2열로 구성한 겹집형 평면으로 정면 앞줄 오른쪽부터 부엌·온돌방·마루를 두고, 그 뒷줄에는 온돌방·마루방으로 구성되었다. 대문간채는 관리인이 거주하는 고직사 기능이 통합된 복합 평면으로 근대기 건축 특성을 반영하고 있다."
